Date,Open,High,Low,Close,Volume
2022-03-20,183.03,183.29,176.87,179.3,72647343
2022-03-27,179.33,183.51,178.3231,182.38,51645352
2022-04-03,180.38,181.96,176.69,179.5,51188731
2022-04-10,180.2439,181.82,178.7,181.47,47630042
2022-04-17,183.17,184.94,181.11,184.04,42314692
2022-04-24,185.95,186.1,179.74,180.29,47297744
2022-05-01,177.17,178.615,175.5,176.91,45075276
2022-05-08,173.6121,177.61,172.98,175.42,52462058
2022-05-15,174.27,174.27,168.01,168.79,55590298
2022-05-22,168.45,172.5197,168.34,172.03,38391560
2022-05-29,173.13,174.41,171.73,172.85,27223264
2022-06-05,172.71,174.45,171.08,172.58,24333019
2022-06-12,172.81,174.94,170.46,174.54,34324174
2022-06-19,171.17,172.77,168.3,171.27,45844253
2022-06-26,171.06,172.3,169.85,170.09,24845483
2022-07-03,170.595,170.7,166.96,168.32,34014433
2022-07-10,167.18,167.33,161.47,162.3,35069100
2022-07-17,161.93,162.705,158.22,159.01,37150779
2022-07-24,160.08,162.13,158.025,160.67,25980909
2022-07-31,160.64,164.69,159.51,164.1,25238874
2022-08-07,164.98,167.31,163.475,165.29,26335350
2022-08-14,166.03,167.98,165.93,167.87,20337723
2022-08-21,165.99,166.25,162.615,162.72,26915933
2022-08-28,161.66,163.985,161.36,161.76,21632346
2022-09-04,161.88,162.62,157.32,159.26,27585136
2022-09-11,159.17,160.24,158.08,159.82,17380135
2022-09-18,161.04,161.62,154.34,155.84,37477416
2022-09-25,154.87,157.25,152.64,153.01,34915790
2022-10-02,153.22,156.045,151.0301,154.67,37518505
2022-10-09,155.438,161.08,155.23,157.88,34425705
2022-10-16,155.94,156.81,152.72,152.98,27974354
2022-10-23,154.92,155.33,151.27,154.15,29051745
2022-10-30,153.45,155.73,152.5,153.16,20858694
2022-11-06,152.16,156.6,150.5703,156.47,30992524
2022-11-13,156.22,164.58,155.81,164.56,36328252
2022-11-20,164.2,166.23,162.68,162.79,28636096
2022-11-27,162.44,163.43,161.28,163.22,13573862
2022-12-04,162.93,167.95,161.91,167.26,25361022
2022-12-11,166.55,168.085,164.3201,167.06,22293776
2022-12-18,166.438,169.79,165.1,166.79,29640449
2022-12-25,166.71,169.71,165.99,167.26,24318659
2023-01-01,167.89,170.61,167.1,169.64,16758500
2023-01-08,171.32,173.96,169.79,173.71,28149124
2023-01-15,174.51,178.825,173.72,178.76,27312802
2023-01-22,178.21,180.03,176.9,179.29,24429003
2023-01-29,178.35,181.22,177.78,179.22,28708340
2023-02-05,179.286,181.73,173.12,173.46,40700456
2023-02-12,174.11,175.52,172.63,173.36,28159219
2023-02-19,172.7,173.51,169.52,171.26,24159419
2023-02-26,171.2,171.5,168.19,168.35,19711583
2023-03-05,168.88,172.595,168.55,172.49,28707936
2023-03-12,172.32,173.88,168.52,173.87,38082404
2023-03-19,176.66,184.81,176.21,183.77,80040682
2023-03-26,184.19,186.24,179.9,183.65,55149956
2023-04-02,181.15,184.4401,180.69,183.22,32487766
2023-04-09,183.85,188.86,183.32,186.49,41061251
2023-04-16,185.18,190.41,184.19,186.36,49773203
2023-04-23,185.89,187.03,183.22,184.25,39387121
2023-04-30,184.07,186.65,183.38,184.8,40766767
2023-05-07,186.05,191.36,183.91,187.46,59341305
2023-05-14,187.82,189.64,186.58,186.81,37899333
2023-05-21,187.3,187.88,181.335,183.64,39767736
2023-05-28,183.22,183.84,180.09,180.92,30655098
2023-06-04,181.72,184.21,180.96,181.05,29430612
2023-06-11,180.79,183.04,180.15,182.04,30558185
2023-06-18,181.8,182.618,180.14,181.63,32327244
2023-06-25,180.06,180.09,177.63,178.2,27656917
